,InchiKey,ClassyFire compound kingdom,SMILES,both same,SMILES with metal ions removed,Status,Dataset
1589,UGNWTBMOAKPKBL-UHFFFAOYSA-N,Organic compounds,ClC1=C(Cl)C(=O)C(=C(C1=O)Cl)Cl,True,ClC1=C(Cl)C(=O)C(=C(C1=O)Cl)Cl,0,CPDBAS
1590,UGOFYAXVVVXMQT-UHFFFAOYSA-N,Organic compounds,Clc1ccc(cc1)c1ccc(cc1)COC(C(=O)O)(C)C,True,Clc1ccc(cc1)c1ccc(cc1)COC(C(=O)O)(C)C,1,CPDB
1591,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,Organic compounds,OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1ccc(nc1=O)N,True,OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1ccc(nc1=O)N,0,CCRIS
1592,UHOVQNZJYSORNB-UHFFFAOYSA-N,Organic compounds,c1ccccc1,True,c1ccccc1,1,IARC
1593,UHOVQNZJYSORNB-YPZZEJLDSA-N,Organic compounds,c1[10cH]cccc1,True,c1[10cH]cccc1,1,CHEBI
1594,UHVMMEOXYDMDKI-JKYCWFKZSA-L,Organic compounds,[O-]C(=O)C.[O-]C(=O)C.CCC(=O)c1ccc(c(c1O)[C@@H]1C[C@@H]1NC(=O)Nc1ccc(cn1)C#N)F.[Zn+2],False,[O-]C(=O)C.[O-]C(=O)C.CCC(=O)c1ccc(c(c1O)[C@@H]1C[C@@H]1NC(=O)Nc1ccc(cn1)C#N)F,0,IARC
1595,UHWHMHPXHWHWPX-UHFFFAOYSA-J,Organic compounds,[O-]C(=O)C(=O)[O-].[O-]C(=O)C(=O)[O-].[Ti+2]=O.[K+].[K+],False,[O-]C(=O)C(=O)[O-].[O-]C(=O)C(=O)[O-],0,CCRIS
1596,UHXUZOCRWCRNSJ-QPJJXVBHSA-N,Organic compounds,C/C(=N\OC(=O)NC)/SC,True,C/C(=N\OC(=O)NC)/SC,0,USEPA
1597,UHZZMRAGKVHANO-UHFFFAOYSA-M,Organic compounds,ClCC[N+](C)(C)C.[Cl-],True,ClCC[N+](C)(C)C.[Cl-],0,CCRIS
1598,UIBWFARCELCCAF-UHFFFAOYSA-N,Organic compounds,O=NN1CCOC(C1)C,True,O=NN1CCOC(C1)C,1,CCRIS
1599,UICBCXONCUFSOI-UHFFFAOYSA-N,Organic compounds,CC(=O)NNc1ccccc1,True,CC(=O)NNc1ccccc1,1,CPDBAS
1600,UIDGJTUNLMQGLT-UHFFFAOYSA-N,Organic compounds,O=NN1CC(=O)NC1=O,True,O=NN1CC(=O)NC1=O,1,CPDBAS
1601,UIECJCJNZREJPJ-UHFFFAOYSA-J,Organic compounds,Oc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)O)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Cu].[Cu],False,Oc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)O)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-],1,CPDBAS
1602,UIIMBOGNXHQVGW-UHFFFAOYSA-M,Organic compounds,[O-]C(=O)O.[Na+],False,[O-]C(=O)O,0,CPDBAS
1603,UISKIUIWPSPSAV-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1cc2cccc3c2c2c1cccc2cc3,True,[O-][N+](=O)c1cc2cccc3c2c2c1cccc2cc3,1,CCRIS
1604,UJMBCXLDXJUMFB-UHFFFAOYSA-K,Organic compounds,[O-]C(=O)C1=NN(C(=O)C1N=Nc1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-].[Na+].[Na+].[Na+],False,[O-]C(=O)C1=NN(C(=O)C1N=Nc1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0,CCRIS
1605,UJOBWOGCFQCDNV-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)[nH]c1c2cccc1,True,c1ccc2c(c1)[nH]c1c2cccc1,1,CPDBAS
1606,UKCVAQGKEOJTSR-UHFFFAOYSA-N,Organic compounds,N#Cc1ccc(cc1)C1CCCc2n1cnc2.Cl,True,N#Cc1ccc(cc1)C1CCCc2n1cnc2.Cl,0,CPDBAS
1607,UKLJMHXGZUJRTL-UHFFFAOYSA-L,Organic compounds,[O-]S(=O)(=O)NC1CCCCC1.[O-]S(=O)(=O)NC1CCCCC1.[Ca+2],False,[O-]S(=O)(=O)NC1CCCCC1.[O-]S(=O)(=O)NC1CCCCC1,1,CCRIS
1608,UKOTXHQERFPCBU-XBXCNEFVSA-N,Organic compounds,OC[C@@]12[C@@H](C=C(C(=O)[C@H]1O)C)O[C@H]1[C@@]3([C@]2(C)[C@H](O)[C@H]1O)OC3,True,OC[C@@]12[C@@H](C=C(C(=O)[C@H]1O)C)O[C@H]1[C@@]3([C@]2(C)[C@H](O)[C@H]1O)OC3,0,CCRIS
1609,ULDHMXUKGWMISQ-VIFPVBQESA-N,Organic compounds,CC(=C)[C@H]1CC=C(C(=O)C1)C,True,CC(=C)[C@H]1CC=C(C(=O)C1)C,0,CCRIS
1610,ULKFLOVGORAZDI-UHFFFAOYSA-N,Organic compounds,O=C1OCC1(C)C,True,O=C1OCC1(C)C,1,CPDBAS
1611,ULXKXLZEOGLCRJ-BYPYZUCNSA-N,Organic compounds,CCSC[C@@H](C(=O)O)N,True,CCSC[C@@H](C(=O)O)N,0,CPDB
1612,UMFJAHHVKNCGLG-UHFFFAOYSA-N,Organic compounds,O=NN(C)C,True,O=NN(C)C,1,CPDBAS
1613,UMILHIMHKXVDGH-UHFFFAOYSA-N,Organic compounds,O(CCOCC1OC1)CCOCCOCC1OC1,True,O(CCOCC1OC1)CCOCCOCC1OC1,0,IARC
1614,UMLPYSLGSGYKJN-UHFFFAOYSA-N,Organic compounds,OC1C2OC2c2c(C1O)ccc1c2nc2ccccc2c1,True,OC1C2OC2c2c(C1O)ccc1c2nc2ccccc2c1,1,CCRIS
1615,UNHSJQXRZCIATF-UHFFFAOYSA-N,Organic compounds,CC(=O)N(c1ccc(cc1)c1ccccc1)O,True,CC(=O)N(c1ccc(cc1)c1ccccc1)O,0,CCRIS
1616,UNJDFDOOIZHAPH-UHFFFAOYSA-N,Organic compounds,CCCN(COC(=O)C)N=O,True,CCCN(COC(=O)C)N=O,1,CCRIS
1617,UNXHWFMMPAWVPI-ZXZARUISSA-N,Organic compounds,OC[C@H]([C@H](CO)O)O,True,OC[C@H]([C@H](CO)O)O,0,CCRIS
1618,UNZIDPIPYUMVPA-UHFFFAOYSA-M,Organic compounds,CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].O.[Na+],False,CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].O,1,CCRIS
1619,UOCLXMDMGBRAIB-UHFFFAOYSA-N,Organic compounds,CC(Cl)(Cl)Cl,True,CC(Cl)(Cl)Cl,0,CCRIS
1620,UOIPFPSGIAWJAQ-UHFFFAOYSA-N,Organic compounds,CCOc1ccc(cc1[N+](=O)[O-])NC(=O)C,True,CCOc1ccc(cc1[N+](=O)[O-])NC(=O)C,1,CCRIS
1621,UOORRWUZONOOLO-OWOJBTEDSA-N,Organic compounds,ClC/C=C/Cl,True,ClC/C=C/Cl,1,CPDBAS
1622,UOORRWUZONOOLO-UHFFFAOYSA-N,Organic compounds,C(C=CCl)Cl,True,C(C=CCl)Cl,1,NPT
1623,UOORRWUZONOOLO-UPHRSURJSA-N,Organic compounds,ClC/C=C\Cl,True,ClC/C=C\Cl,1,CCRIS
1624,UOWVMDUEMSNCAV-WYENRQIDSA-N,Organic compounds,COc1c(O)c2N(CCc2c2c1[nH]c(c2)C(=O)N1C[C@@H]2[C@]3(C1=CC(=O)c1c3c(C)c[nH]1)C2)C(=O)c1cc2c([nH]1)c(OC)c(c1c2CCN1C(=O)N)O,True,COc1c(O)c2N(CCc2c2c1[nH]c(c2)C(=O)N1C[C@@H]2[C@]3(C1=CC(=O)c1c3c(C)c[nH]1)C2)C(=O)c1cc2c([nH]1)c(OC)c(c1c2CCN1C(=O)N)O,1,CCRIS
1625,UPEZCKBFRMILAV-JMZLNJERSA-N,Organic compounds,O[C@@H]([C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@H]1C2=CC(=O)[C@H]2[C@]1(C)C[C@H](O)[C@@H](C2)O)O)C)CCC(O)(C)C,True,O[C@@H]([C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@H]1C2=CC(=O)[C@H]2[C@]1(C)C[C@H](O)[C@@H](C2)O)O)C)CCC(O)(C)C,1,CCRIS
1626,UPMLOUAZCHDJJD-UHFFFAOYSA-N,Organic compounds,O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,True,O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,0,IARC
1627,UPMXNNIRAGDFEH-UHFFFAOYSA-N,Organic compounds,N#Cc1cc(Br)c(c(c1)Br)O,True,N#Cc1cc(Br)c(c(c1)Br)O,1,CCRIS
1628,UPSXAPQYNGXVBF-UHFFFAOYSA-N,Organic compounds,CCC(Br)C,True,CCC(Br)C,1,CCRIS
1629,UPVLRUMEBXYJMQ-UHFFFAOYSA-N,Organic compounds,C=CCN(CC=C)N,True,C=CCN(CC=C)N,1,CCRIS
1630,UQJQVUOTMVCFHX-UHFFFAOYSA-L,Organic compounds,[S-]C(=S)NCCNC(=S)[S-].[Na+].[Na+],False,[S-]C(=S)NCCNC(=S)[S-],0,CPDBAS
1631,UQJUSEGWOAZTEK-UHFFFAOYSA-N,Organic compounds,CCCCN(C(=O)CCC)N=O,True,CCCCN(C(=O)CCC)N=O,1,CCRIS
1632,UQMRAFJOBWOFNS-UHFFFAOYSA-N,Organic compounds,CCCCOC(=O)COc1ccc(cc1Cl)Cl,True,CCCCOC(=O)COc1ccc(cc1Cl)Cl,0,CPDBAS
1633,UQVKZNNCIHJZLS-UHFFFAOYSA-N,Organic compounds,Cn1c(N)nc2c1cc(cn2)c1ccccc1,True,Cn1c(N)nc2c1cc(cn2)c1ccccc1,1,CCRIS
1634,UQVKZNNCIHJZLS-VIQYUKPQSA-N,Organic compounds,c1([2H])c([2H])c([2H])c(c(c1[2H])[2H])c1cnc2c(c1)n(C)c(n2)N,True,c1([2H])c([2H])c([2H])c(c(c1[2H])[2H])c1cnc2c(c1)n(C)c(n2)N,1,CHEBI
1635,UREBDLICKHMUKA-CXSFZGCWSA-N,Organic compounds,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,True,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,0,CPDB
1636,UREZNYTWGJKWBI-UHFFFAOYSA-M,Organic compounds,CC(CC(c1ccc(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)(C)C)(C)C.[Cl-],True,CC(CC(c1ccc(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)(C)C)(C)C.[Cl-],0,CCRIS
1637,USBHFGNOYVOTON-UHFFFAOYSA-K,Organic compounds,CN(C(=S)S[Bi](SC(=S)N(C)C)SC(=S)N(C)C)C,True,CN(C(=S)S[Bi](SC(=S)N(C)C)SC(=S)N(C)C)C,0,CPDBAS
1638,USMNOWBWPHYOEA-VWHDNNRLSA-N,Organic compounds,CC1[C@H]2C[C@]2(CC1=O)C(C)C,True,CC1[C@H]2C[C@]2(CC1=O)C(C)C,1,NPT
1639,USZDDJLVNDSPSY-UHFFFAOYSA-N,Organic compounds,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,True,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,1,CCRIS
1640,UTGQNNCQYDRXCH-UHFFFAOYSA-N,Organic compounds,c1ccc(cc1)Nc1ccc(cc1)Nc1ccccc1,True,c1ccc(cc1)Nc1ccc(cc1)Nc1ccccc1,0,CCRIS
1641,UTMWFJSRHLYRPY-UHFFFAOYSA-N,Organic compounds,Clc1cc(cc(c1)Cl)c1cc(Cl)cc(c1)Cl,True,Clc1cc(cc(c1)Cl)c1cc(Cl)cc(c1)Cl,0,CPDB
1642,UTSVPXMQSFGQTM-DCXZOGHSSA-N,Organic compounds,COc1cc2O[C@@H]3[C@H](c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,True,COc1cc2O[C@@H]3[C@H](c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,1,CCRIS
1643,UTSVPXMQSFGQTM-UHFFFAOYSA-N,Organic compounds,COc1cc2OC3C(c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,True,COc1cc2OC3C(c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,1,CPDBAS
1644,UTWFEHCOAXSLRA-UHFFFAOYSA-N,Organic compounds,ONc1ccc(cc1C)c1ccccc1C,True,ONc1ccc(cc1C)c1ccccc1C,1,CCRIS
1645,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,Organic compounds,CN(c1nc(nc(n1)N(C)C)N(C)C)C,True,CN(c1nc(nc(n1)N(C)C)N(C)C)C,1,CPDB
1646,UUYSTZWIFZYHRM-UHFFFAOYSA-N,Organic compounds,CCn1c2ccc(cc2c2c1cccc2)[NH3+].[Cl-],True,CCn1c2ccc(cc2c2c1cccc2)[NH3+].[Cl-],1,CCRIS
1647,UVBUBMSSQKOIBE-DSLOAKGESA-N,Organic compounds,CCCC[C@H]([C@H]([C@@H](OC(=O)C[C@H](C(=O)O)CC(=O)O)C[C@H](C[C@@H](CCCC[C@H](C[C@@H]([C@@H](N)C)O)O)O)C)OC(=O)C[C@H](C(=O)O)CC(=O)O)C,True,CCCC[C@H]([C@H]([C@@H](OC(=O)C[C@H](C(=O)O)CC(=O)O)C[C@H](C[C@@H](CCCC[C@H](C[C@@H]([C@@H](N)C)O)O)O)C)OC(=O)C[C@H](C(=O)O)CC(=O)O)C,1,CCRIS
1648,UVBUBMSSQKOIBE-ZWKVXHQASA-N,Organic compounds,CCCC[C@@H]([C@H]([C@H](OC(=O)C[C@@H](C(=O)O)CC(=O)O)C[C@@H](C[C@H](CCCC[C@H](C[C@@H]([C@@H](N)C)O)O)O)C)OC(=O)C[C@@H](C(=O)O)CC(=O)O)C,True,CCCC[C@@H]([C@H]([C@H](OC(=O)C[C@@H](C(=O)O)CC(=O)O)C[C@@H](C[C@H](CCCC[C@H](C[C@@H]([C@@H](N)C)O)O)O)C)OC(=O)C[C@@H](C(=O)O)CC(=O)O)C,1,CPDBAS
1649,UVDYEQMUOSTCES-UHFFFAOYSA-N,Organic compounds,c1ccc2c(n1)c1ccccc1c1c2O1,True,c1ccc2c(n1)c1ccccc1c1c2O1,0,CCRIS
1650,UVGUPMLLGBCFEJ-SWTLDUCYSA-N,Organic compounds,CC(=O)OC[C@@]1(O[C@H]2O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]2OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)O[C@@H]([C@H]([C@@H]1OC(=O)C(C)C)OC(=O)C(C)C)COC(=O)C(C)C,True,CC(=O)OC[C@@]1(O[C@H]2O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]2OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)O[C@@H]([C@H]([C@@H]1OC(=O)C(C)C)OC(=O)C(C)C)COC(=O)C(C)C,0,CCRIS
1651,UVOBXMBJOYYZST-UHFFFAOYSA-N,Organic compounds,CCC1C(c2ccc(cc2)O)C(c2c1ccc(c2)O)C,True,CCC1C(c2ccc(cc2)O)C(c2c1ccc(c2)O)C,0,CCRIS
1652,UVOFGKIRTCCNKG-UHFFFAOYSA-N,Organic compounds,CN(C(=S)S)C.CNC,True,CN(C(=S)S)C.CNC,0,CPDBAS
1653,UWFYSQMTEOIJJG-FDTZYFLXSA-N,Organic compounds,CC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C=C(C2=CC(=O)[C@H]3[C@@H]([C@]12C)C3)Cl)C(=O)C,True,CC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C=C(C2=CC(=O)[C@H]3[C@@H]([C@]12C)C3)Cl)C(=O)C,1,CPDBAS
1654,UWKBDVGBSYVECO-UHFFFAOYSA-N,Organic compounds,C1Cc2c(C1)c1cc3ccc4c(c3cc1cc2)cccc4,True,C1Cc2c(C1)c1cc3ccc4c(c3cc1cc2)cccc4,0,IARC
1655,UWPBQLKEHGGKKD-GZTJUZNOSA-N,Organic compounds,OC(=O)CCCC/C=C(/c1cccnc1)\c1ccccc1,True,OC(=O)CCCC/C=C(/c1cccnc1)\c1ccccc1,0,CCRIS
1656,UWSDONTXWQOZFN-UHFFFAOYSA-N,Organic compounds,O=NN1CCCCC1,True,O=NN1CCCCC1,1,CCRIS
1657,UXBPQRGCVJOTNT-COBSGTNCSA-N,Organic compounds,CC[C@@H](C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C)OC(=O)C.Cl,True,CC[C@@H](C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C)OC(=O)C.Cl,1,CPDBAS
1658,UXNRBAJNAWIPGF-UHFFFAOYSA-N,Organic compounds,Nc1nc(C)c2c(c1C)[nH]c1c2cccc1.CC(=O)O,True,Nc1nc(C)c2c(c1C)[nH]c1c2cccc1.CC(=O)O,1,CCRIS
1659,UXOXUHMFQZEAFR-UHFFFAOYSA-N,Organic compounds,Clc1cc(N)c(cc1c1cc(Cl)c(cc1Cl)N)Cl,True,Clc1cc(N)c(cc1c1cc(Cl)c(cc1Cl)N)Cl,0,IARC
1660,UXTIAFYTYOEQHV-UHFFFAOYSA-N,Organic compounds,COc1cc(ccc1N)c1ccc(c(c1)OC)N.Cl.Cl,True,COc1cc(ccc1N)c1ccc(c(c1)OC)N.Cl.Cl,1,CPDBAS
1661,UYIFTLBWAOGQBI-BZDYCCQFSA-N,Organic compounds,O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,True,O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,1,CCRIS
1662,UYKUFJXADUOEKW-UHFFFAOYSA-N,Organic compounds,C1CCc2c(C1)ccc1c2cc2ccc3c(c2c1)cccc3,True,C1CCc2c(C1)ccc1c2cc2ccc3c(c2c1)cccc3,1,CCRIS
1663,UZFYRLGOFPAIDH-UHFFFAOYSA-N,Organic compounds,O=NC(C(CNCC(=O)C)O)O,True,O=NC(C(CNCC(=O)C)O)O,1,CCRIS
1664,UZGLOGCJCWBBIV-UHFFFAOYSA-N,Organic compounds,ClCc1cccnc1.Cl,True,ClCc1cccnc1.Cl,1,CPDBAS
1665,UZMVSVHUTOAPTD-UHFFFAOYSA-N,Organic compounds,O=NN1CCCCCC1,True,O=NN1CCCCCC1,1,CCRIS
1666,VAIZTNZGPYBOGF-CYBMUJFWSA-N,Organic compounds,CCCCOC(=O)[C@H](Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,True,CCCCOC(=O)[C@H](Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,0,CCRIS
1667,VAMWXWWTUSFKFD-VEELZWTKSA-M,Organic compounds,[O-]C(=O)c1cn(C)c2c(c1=O)ccc(n2)/C=C/c1ccc(o1)[N+](=O)[O-].[K+],False,[O-]C(=O)c1cn(C)c2c(c1=O)ccc(n2)/C=C/c1ccc(o1)[N+](=O)[O-],1,CCRIS
1668,VAOCPAMSLUNLGC-UHFFFAOYSA-N,Organic compounds,OCCn1c(C)ncc1[N+](=O)[O-],True,OCCn1c(C)ncc1[N+](=O)[O-],1,CCRIS
1669,VAOUPFUEMFJHKI-MTURKXFLSA-N,Organic compounds,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O.O.O,True,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O.O.O,0,CCRIS
1670,VATMJXRAQUGDSQ-UHFFFAOYSA-N,Organic compounds,NNCC(c1ccccc1)C.Cl,True,NNCC(c1ccccc1)C.Cl,0,CCRIS
1671,VAYGXNSJCAHWJZ-UHFFFAOYSA-N,Organic compounds,COS(=O)(=O)OC,True,COS(=O)(=O)OC,1,CCRIS
1672,VBCBFNMZBHKVQN-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1cc2cccc3c2c(c1)c1ccccc31,True,[O-][N+](=O)c1cc2cccc3c2c(c1)c1ccccc31,0,CCRIS
1673,VBCPVIWPDJVHAN-UHFFFAOYSA-N,Organic compounds,ClCC[NH+](C(COc1ccccc1)C)Cc1ccccc1.[Cl-],True,ClCC[NH+](C(COc1ccccc1)C)Cc1ccccc1.[Cl-],1,CCRIS
1674,VBCVPMMZEGZULK-NRFANRHFSA-N,Organic compounds,COC(=O)N(C(=O)N1CO[C@@]2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,True,COC(=O)N(C(=O)N1CO[C@@]2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,0,CCRIS
1675,VBKKVDGJXVOLNE-UHFFFAOYSA-N,Organic compounds,CCOP(=S)(SC1OCCOC1SP(=S)(OCC)OCC)OCC,True,CCOP(=S)(SC1OCCOC1SP(=S)(OCC)OCC)OCC,0,CCRIS
1676,VCBRBUKGTWLJOB-UHFFFAOYSA-N,Organic compounds,CC(=C)C(=O)Nc1ccc(c(c1)Cl)Cl,True,CC(=C)C(=O)Nc1ccc(c(c1)Cl)Cl,0,CPDBAS
1677,VCPRLARWVRVGNP-UHFFFAOYSA-N,Organic compounds,OC1C2OC2c2c(C1O)nc1c(c2)ccc2c1cccc2,True,OC1C2OC2c2c(C1O)nc1c(c2)ccc2c1cccc2,0,CCRIS
1678,VDFKKLMKUNQLDX-UHFFFAOYSA-N,Organic compounds,CN(N)C.CNNC,True,CN(N)C.CNNC,1,CCRIS
1679,VDPXEEMENDRIRO-UHFFFAOYSA-N,Organic compounds,CCCCN(C(OC(=O)C)CCC)N=O,True,CCCCN(C(OC(=O)C)CCC)N=O,1,CCRIS
1680,VDXZPXIEEVOGLV-UHFFFAOYSA-N,Organic compounds,Cc1cccc(c1)N.Cl,True,Cc1cccc(c1)N.Cl,1,CPDB
1681,VEORPZCZECFIRK-UHFFFAOYSA-N,Organic compounds,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,True,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,1,NPT
1682,VEQOALNAAJBPNY-UHFFFAOYSA-N,Organic compounds,O=c1cc(n(n1c1ccccc1)C)C,True,O=c1cc(n(n1c1ccccc1)C)C,1,CCRIS
1683,VETPHHXZEJAYOB-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)cc(cc2)Nc1ccc(cc1)Nc1ccc2c(c1)cccc2,True,c1ccc2c(c1)cc(cc2)Nc1ccc(cc1)Nc1ccc2c(c1)cccc2,0,CPDBAS
1684,VEZXCJBBBCKRPI-UHFFFAOYSA-N,Organic compounds,C1COC1=O,True,C1COC1=O,1,CCRIS
1685,VFKZTMPDYBFSTM-GUCUJZIJSA-N,Organic compounds,BrC[C@H]([C@@H]([C@@H]([C@H](CBr)O)O)O)O,True,BrC[C@H]([C@@H]([C@@H]([C@H](CBr)O)O)O)O,1,CPDBAS
1686,VFKZTMPDYBFSTM-KVTDHHQDSA-N,Organic compounds,BrC[C@H]([C@H]([C@@H]([C@@H](CBr)O)O)O)O,True,BrC[C@H]([C@H]([C@@H]([C@@H](CBr)O)O)O)O,1,CPDB
1687,VFKZTMPDYBFSTM-UNTFVMJOSA-N,Organic compounds,BrC[C@@H]([C@H]([C@@H]([C@H](CBr)O)O)O)O,True,BrC[C@@H]([C@H]([C@@H]([C@H](CBr)O)O)O)O,1,CPDBAS
1688,VFPLSXYJYAKZCT-VOTSOKGWSA-N,Organic compounds,Nc1ccc(cc1)/C=C/c1ccccc1,True,Nc1ccc(cc1)/C=C/c1ccccc1,1,CCRIS
1689,VFQXVTODMYMSMJ-UHFFFAOYSA-N,Organic compounds,NC(=O)c1ccncc1,True,NC(=O)c1ccncc1,0,CPDBAS
1690,VFWCMGCRMGJXDK-UHFFFAOYSA-N,Organic compounds,CCCCCl,True,CCCCCl,0,CCRIS
1691,VGASYSRCDSLFFN-UHFFFAOYSA-N,Organic compounds,OC1C2OC2c2c(C1O)cc1c3c2ccc2c3c(C1)ccc2,True,OC1C2OC2c2c(C1O)cc1c3c2ccc2c3c(C1)ccc2,1,CCRIS
1692,VGEWEGHHYWGXGG-UHFFFAOYSA-N,Organic compounds,CCOC(=O)NO,True,CCOC(=O)NO,1,CCRIS
1693,VGGSQFUCUMXWEO-UHFFFAOYSA-N,Organic compounds,C=C,True,C=C,0,IARC
1694,VGNMVQBFGJATJZ-UHFFFAOYSA-N,Organic compounds,O=NN(C1=Nc2ccc(cc2C(=[N+](C1)[O-])c1ccccc1)Cl)C,True,O=NN(C1=Nc2ccc(cc2C(=[N+](C1)[O-])c1ccccc1)Cl)C,0,CPDBAS
1695,VGTPCRGMBIAPIM-UHFFFAOYSA-M,Organic compounds,[S-]C#N.[Na+],False,[S-]C#N,0,CCRIS
1696,VGZSUPCWNCWDAN-UHFFFAOYSA-N,Organic compounds,O=C(NS(=O)(=O)c1ccc(cc1)C(=O)C)NC1CCCCC1,True,O=C(NS(=O)(=O)c1ccc(cc1)C(=O)C)NC1CCCCC1,0,CCRIS
1697,VHHHONWQHHHLTI-UHFFFAOYSA-N,Organic compounds,ClC(C(Cl)(Cl)Cl)(Cl)Cl,True,ClC(C(Cl)(Cl)Cl)(Cl)Cl,1,CPDBAS
1698,VHLKTXFWDRXILV-UHFFFAOYSA-N,Organic compounds,COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,True,COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,0,CCRIS
1699,VHNPZOQVSSWOJZ-UHFFFAOYSA-N,Organic compounds,O=NN1CC(C)C(=O)NC1=O,True,O=NN1CC(C)C(=O)NC1=O,0,CCRIS
1700,VHOVSQVSAAQANU-UHFFFAOYSA-M,Organic compounds,C[N+]1(C)CCCCC1.[Cl-],True,C[N+]1(C)CCCCC1.[Cl-],0,CCRIS
1701,VIDRYROWYFWGSY-UHFFFAOYSA-N,Organic compounds,CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C.Cl,True,CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C.Cl,0,CPDBAS
1702,VIKNJXKGJWUCNN-XGXHKTLJSA-N,Organic compounds,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,True,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,1,CCRIS
1703,VINDNLFECRAGPR-UHFFFAOYSA-N,Organic compounds,CCN(C(=O)C)N=O,True,CCN(C(=O)C)N=O,1,CCRIS
